Mon Jul 17 17:13:07 2023 | INFO  | recursivelyScanDirectory                 | /userdata/system/.simplemenu/section_groups/arcades.ini
Mon Jul 17 17:13:07 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Mon Jul 17 17:13:07 2023 | INFO  | recursivelyScanDirectory                 | It's a file
Mon Jul 17 17:13:07 2023 | INFO  | recursivelyScanDirectory                 | /userdata/system/.simplemenu/section_groups/consoles.ini
Mon Jul 17 17:13:07 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Mon Jul 17 17:13:07 2023 | INFO  | recursivelyScanDirectory                 | It's a file
Mon Jul 17 17:13:07 2023 | INFO  | recursivelyScanDirectory                 | /userdata/system/.simplemenu/section_groups/handhelds.png
Mon Jul 17 17:13:07 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Mon Jul 17 17:13:07 2023 | INFO  | recursivelyScanDirectory                 | It's a file
Mon Jul 17 17:13:07 2023 | INFO  | recursivelyScanDirectory                 | /userdata/system/.simplemenu/section_groups/apps and games.png
Mon Jul 17 17:13:07 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Mon Jul 17 17:13:07 2023 | INFO  | recursivelyScanDirectory                 | No entry
Mon Jul 17 17:13:07 2023 | INFO  | loadSectionGroups                        | Loading group background
